name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1047 b,2667,5.02 Earths,13.46,2016
Kepler-1047 c,2667,0.937 Earths,13.46,2016
Kepler-1048 b,1814,3.22 Earths,15.138,2016
Kepler-1049 b,528,0.809 Earths,14.695,2016
Kepler-104 b,1307,19.6 Earths,12.697,2014
Kepler-104 c,1307,9.96 Earths,12.697,2014
Kepler-104 d,1307,12.5 Earths,12.697,2014
Kepler-1050 b,1600,3.19 Earths,13.198,2016
Kepler-1050 c,1600,2.79 Earths,13.198,2016
Kepler-1051 b,2705,11.5 Earths,13.212,2016
Kepler-1052 b,3078,8.91 Earths,14.932,2016
Kepler-1053 b,493,0.904 Earths,13.576,2016
Kepler-1054 b,3557,7.41 Earths,14.143,2016
Kepler-1055 b,1270,2.04 Earths,13.194,2016
Kepler-1056 b,3205,9.32 Earths,14.772,2016
Kepler-1057 b,3920,11.2 Earths,15.825,2016
Kepler-1058 b,1605,7.85 Earths,15.869,2016
Kepler-1059 b,2326,3.64 Earths,15.785,2016
Kepler-105 b,1498,5.1 Earths,12.981,2013
Kepler-105 c,1498,4.6 Earths,12.981,2014
Kepler-1060 b,3088,6.26 Earths,14.827,2016
Kepler-1061 b,1772,4.58 Earths,13.319,2016
Kepler-1062 b,1296,3.75 Earths,15.095,2016
Kepler-1063 b,1120,2.83 Earths,13.029,2016
Kepler-1064 b,1220,3.02 Earths,13.958,2016
Kepler-1065 b,3662,13.4 Earths,15.744,2016
Kepler-1065 c,3662,3.19 Earths,15.744,2016
Kepler-1066 b,1123,6.17 Earths,13.115,2016
Kepler-1067 b,2178,0.437 Earths,14.395,2016
Kepler-1068 b,4807,12.8 Earths,16.096,2016
Kepler-1069 b,2270,3.19 Earths,13.234,2016
Kepler-106 b,1449,5.3 Earths,12.923,2014
Kepler-106 c,1449,10.44 Earths,12.923,2014
Kepler-106 d,1449,8.1 Earths,12.923,2014
Kepler-106 e,1449,11.17 Earths,12.923,2014
Kepler-1070 b,3063,3.64 Earths,14.133,2016
Kepler-1071 b,3400,6.26 Earths,15.881,2016
Kepler-1072 b,3206,3.12 Earths,13.972,2016
Kepler-1073 b,2642,5.9 Earths,14.749,2016
Kepler-1073 c,2642,3.33 Earths,14.749,2016
Kepler-1080 b,4511,10.8 Earths,13.486,2016
Kepler-1081 b,1371,1.01 Earths,13.827,2016
Kepler-1082 b,2412,1.46 Earths,13.444,2016
Kepler-1083 b,2944,11.2 Earths,16.103,2016
Kepler-1084 b,1323,1.41 Earths,12.015,2016
Kepler-1085 b,4451,0.13 Jupiters,15.273,2016
Kepler-1085 c,4451,10.7 Earths,15.273,2020
Kepler-1086 b,1520,6.53 Earths,16.002,2016
Kepler-1086 c,1520,8.96 Earths,16.002,2016
Kepler-1087 b,1183,0.165 Earths,12.973,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-110 c,1913,5.52 Earths,13.003,2014
Kepler-1110 b,2371,7.56 Earths,16.274,2016
Kepler-1111 b,2745,4.66 Earths,14.88,2016
Kepler-1112 b,5452,9.38 Earths,14.74,2016
Kepler-1113 b,3503,8.3 Earths,14.943,2016
Kepler-1114 b,1365,2.39 Earths,13.935,2016
Kepler-1115 b,3207,3.53 Earths,11.983,2016
Kepler-1116 b,3290,6.99 Earths,15.424,2016
Kepler-1117 b,1854,1.41 Earths,14.15,2016
Kepler-1118 b,2898,7.95 Earths,15.238,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1120 b,2007,2.48 Earths,15.494,2016
Kepler-1121 b,1572,4.31 Earths,12.144,2016
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1123 b,2298,3.43 Earths,14.933,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1119 b,5732,4.35 Earths,15.296,2016
Kepler-111 b,2144,3.12 Earths,13.543,2014
Kepler-111 c,2144,0.132 Jupiters,13.543,2014
Kepler-1120 b,2007,2.48 Earths,15.494,2016
Kepler-1121 b,1572,4.31 Earths,12.144,2016
Kepler-1122 b,4014,4.82 Earths,15.405,2016
Kepler-1123 b,2298,3.43 Earths,14.933,2016
Kepler-1124 b,946,2.18 Earths,16.745,2016
Kepler-1125 b,6561,4.04 Earths,15.042,2016
Kepler-1126 b,2074,3.64 Earths,14.221,2016
Kepler-1134 b,3081,7.46 Earths,16.233,2016
Kepler-1135 b,4288,4.08 Earths,14.545,2016
Kepler-1136 b,1603,3.33 Earths,16.037,2016
Kepler-1137 b,3007,5.48 Earths,12.827,2016
Kepler-1138 b,2846,3.53 Earths,15.885,2016
Kepler-1139 b,1615,1.81 Earths,14.229,2016
Kepler-113 b,856,11.7 Earths,13.655,2014
Kepler-113 c,856,8.7 Earths,13.655,2014
Kepler-1140 b,2141,8.1 Earths,15.751,2016
Kepler-1141 b,1284,0.477 Earths,12.403,2016
Kepler-1142 b,4154,2.76 Earths,14.505,2016
Kepler-1143 b,1811,3.43 Earths,15.493,2016
Kepler-1143 c,1811,12.6 Earths,15.493,2016
Kepler-1144 b,3721,4.62 Earths,14.943,2016
Kepler-1145 b,2257,2.54 Earths,15.471,2016
Kepler-1146 b,2293,2.04 Earths,15.953,2016
Kepler-1147 b,5406,7.32 Earths,15.613,2016
Kepler-1148 b,2041,3.5 Earths,15.533,2016
Kepler-1149 b,3972,2.67 Earths,15.146,2016
Kepler-114 b,847,6.8 Earths,13.961,2014
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1150 b,1169,1.04 Earths,14.748,2016
Kepler-1151 b,2226,5.56 Earths,15.005,2016
Kepler-1152 b,702,0.59 Earths,15.31,2016
Kepler-1153 b,3652,3.64 Earths,15.767,2016
Kepler-1154 b,4763,6.08 Earths,14.953,2016
Kepler-1154 c,4763,6.17 Earths,14.953,2016
Kepler-1155 b,3682,4.78 Earths,14.799,2016
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-114 c,847,2.8 Earths,13.961,2013
Kepler-114 d,847,3.9 Earths,13.961,2013
Kepler-1150 b,1169,1.04 Earths,14.748,2016
Kepler-1151 b,2226,5.56 Earths,15.005,2016
Kepler-1152 b,702,0.59 Earths,15.31,2016
Kepler-1153 b,3652,3.64 Earths,15.767,2016
Kepler-1154 b,4763,6.08 Earths,14.953,2016
Kepler-1154 c,4763,6.17 Earths,14.953,2016
Kepler-1155 b,3682,4.78 Earths,14.799,2016
Kepler-1156 b,2255,2.3 Earths,14.262,2016
Kepler-1157 b,1116,1.32 Earths,14.603,2016
Kepler-1158 b,4842,6.08 Earths,13.618,2016
Kepler-1159 b,3959,6.21 Earths,14.678,2016
Kepler-115 b,2034,1.32 Earths,13.545,2014
Kepler-115 c,2034,7.27 Earths,13.545,2014
Kepler-1160 b,3515,5.22 Earths,16.006,2016
Kepler-1161 b,1787,5.18 Earths,16.163,2016
Kepler-1162 b,3067,5.52 Earths,15.749,2016
Kepler-1163 b,1561,1.08 Earths,12.208,2016
Kepler-1164 b,1408,1.46 Earths,14.321,2016
Kepler-1173 b,1230,0.64 Earths,13.896,2016
Kepler-1174 b,4595,3.15 Earths,14.271,2016
Kepler-1175 b,3660,9.22 Earths,15.972,2016
Kepler-1176 b,2821,6.57 Earths,15.27,2016
Kepler-1177 b,4241,4.27 Earths,14.773,2016
Kepler-1178 b,1573,1.24 Earths,14.212,2016
Kepler-1179 b,1354,2.3 Earths,14.214,2016
Kepler-117 b,4748,29.875 Earths,14.282,2014
Kepler-117 c,4748,1.84 Jupiters,14.282,2014
Kepler-1180 b,5209,4.62 Earths,15.081,2016
